sequence,state
26187,0.030397464583810388
26188,0.9012764009532195
26189,0.10343531580114503
26190,0.9622727882437895
26191,0.5595618040712351
26192,0.9360955187506602
26193,0.20590008917857808
26194,0.008816434375721539
26195,0.8927410800392097
26196,0.9219548535759287
26197,0.2458859144423832
26198,0.6980436397925307
26199,0.12125921912975292
26200,0.9412998533472527
26201,0.9562061319278559
26202,0.02157730752031178
26203,0.028479084552748807
26204,0.8858680757412143
26205,0.008816434375721539
26206,0.008816434375721539
26207,0.23463488170541472
26208,0.009750690375294264
26209,0.8350951394044358
26210,0.008816434375721539
26211,0.9405725577801084
26212,0.9423236795061171
26213,0.9604163140064295
26214,0.9590687599470931
26215,0.7056131404493924
26216,0.7272051254595551
26217,0.9265289776285531
26218,0.1839902202830918
26219,0.5863569912707071
26220,0.1650825493426709
26221,0.9341406296628726
26222,0.008816434375721539
26223,0.8483112156130356
26224,0.008816434375721539
26225,0.009594056629348537
26226,0.9347635384433164
26227,0.9358916061045234
26228,0.815495201188793
26229,0.35180763128644615
26230,0.903109946632066
26231,0.8470709813489782
26232,0.015235331852935727
26233,0.38398082214115287
26234,0.02419436218903112
26235,0.9303551805705141
26236,0.7571244288437275
26237,0.968884548416471
26238,0.8016293546168973
26239,0.039744059741794936
26240,0.008816434375721539
26241,0.9516399636467795
26242,0.9560822675779045
26243,0.008816434375721539
26244,0.6908805935328189
26245,0.015684218818510624
26246,0.008816434375721539
26247,0.012793548608241773
26248,0.9652811484851938
26249,0.8588065600267655
26250,0.9413213944109059
26251,0.9677644336902599
26252,0.9281147978770654
26253,0.9245202111742967
26254,0.008816434375721539
26255,0.5188546233108695
26256,0.8193926952958432
26257,0.016768247420078042
26258,0.7249610640227058
26259,0.9040216023964714
26260,0.9438288503383321
26261,0.7893046490108937
26262,0.008816434375721539
26263,0.9140210953072301
26264,0.014174322683949449
26265,0.008816434375721539
26266,0.21880702653056347
26267,0.9684386601457782
26268,0.8976855038477818
26269,0.008816434375721539
26270,0.9414712671187522
26271,0.5685666538060433
26272,0.46800595345890544
26273,0.008816434375721539
26274,0.8040195533210338
26275,0.008816434375721539
26276,0.6722009259589684
26277,0.008816434375721539
26278,0.8172745371401696
26279,0.008816434375721539
26280,0.008816434375721539
26281,0.9255055978259501
26282,0.01770294305264187
26283,0.6403427616985689
26284,0.03977982533392635
26285,0.008816434375721539
26286,0.008816434375721539
26287,0.8815954217390441
26288,0.008816434375721539
26289,0.9234815861435548
26290,0.8888324198356108
26291,0.008816434375721539
26292,0.008816434375721539
26293,0.4542843043231294
26294,0.9088856633052805
26295,0.5972229783402508
26296,0.9310969618153055
26297,0.9586297979038954
26298,0.8057098679511266
26299,0.9553205971756509
26300,0.008816434375721539
26301,0.07180498028161504
26302,0.02344800349185349
26303,0.008816434375721539
26304,0.906324183479076
26305,0.19852966527554272
26306,0.29820940651121863
26307,0.2862182798707256
26308,0.7735959536627137
26309,0.1637167324425107
26310,0.20227276695745033
26311,0.6642146345929013
26312,0.5920213922765205
26313,0.008816434375721539
26314,0.008816434375721539
26315,0.3435589209078742
26316,0.08181797395551964
26317,0.9677544097391549
26318,0.8412309298459146
26319,0.7629204307614238
26320,0.010552316085992742
26321,0.008816434375721539
26322,0.008816434375721539
26323,0.008816434375721539
26324,0.008816434375721539
26325,0.8403845530382453
26326,0.32403825919503887
26327,0.9232201280835272
26328,0.937622896774661
26329,0.9095839037122655
26330,0.6503460312053633
26331,0.027331885507202818
26332,0.9438349564240612
26333,0.5929085539493816
26334,0.008816434375721539
26335,0.008816434375721539
26336,0.0914576893794567
26337,0.884507865861848
26338,0.952618945786269
26339,0.7958538182865336
26340,0.008816434375721539
26341,0.013084810389776966
26342,0.9520099071408313
26343,0.5771524205285937
26344,0.9430650687061146
26345,0.6280035258138321
26346,0.012978518781788814
26347,0.008816434375721539
26348,0.008816434375721539
26349,0.008816434375721539
26350,0.90822510673174806
26351,0.008816434375721539
26352,0.25308265607050606
26353,0.03773045476004801
26354,0.9379461577227699
26355,0.9371634364282748
26356,0.008816434375721539
26357,0.008816434375721539
26358,0.008816434375721539
26359,0.5654569135223801
26360,0.8098159279023802
26361,0.6401064027153346
26362,0.008816434375721539
26363,0.008816434375721539
26364,0.816537658172831
26365,0.6928386119514645
26366,0.010165267248252839
26367,0.8748334862468623
26368,0.008816434375721539
26369,0.9662423865345762
26370,0.25043453151180817
26371,0.013833127222433846
26372,0.008816434375721539
26373,0.036665329132743715
26374,0.9031443426939316
26375,0.05663705981095206
26376,0.24565343215791438
26377,0.905489664437058
26378,0.008816434375721539
26379,0.9640702645023084
26380,0.6940451764084146
26381,0.9364684870921824
26382,0.9562061319278559
26383,0.7456810906232966
26384,0.915581716688618
26385,0.9167056888852076
26386,0.008816434375721539
26387,0.04275916194970457
26388,0.18156111039728284
26389,0.9211212653150698
26390,0.7119425046704618
26391,0.10616672767169771
26392,0.9585258679061657
26393,0.009555143355113073
26394,0.08950359715600686
26395,0.008816434375721539
26396,0.008816434375721539
26397,0.6496622170549156
26398,0.8811266218184464
26399,0.008816434375721539
26400,0.9142688843724915
26401,0.009871843147583034
26402,0.008816434375721539
26403,0.6501917286564192
26404,0.008816434375721539
26405,0.8160653191028109
26406,0.9527532828384675
26407,0.008816434375721539
26408,0.008816434375721539
26409,0.9652366718919807
26410,0.9303713477520082
26411,0.10177925865382734
26412,0.9157071458515232
26413,0.9333100011726696
26414,0.020454233281413606
26415,0.9621871547208182
26416,0.3693500853318331
26417,0.9367083375789699
26418,0.008816434375721539
26419,0.2482500072000767
26420,0.7534650369060452
26421,0.7243110637212368
26422,0.8640922651155365
26423,0.5347314966791344
26424,0.2091426966362522
26425,0.19628347578204391
26426,0.7729697518186033
26427,0.010785411312906027
26428,0.8887378631123696
26429,0.5154199152199762
26430,0.008816434375721539
26431,0.8903842976173172
26432,0.08831240843197627
26433,0.878820233955377
26434,0.9185403631295659
26435,0.008816434375721539
26436,0.5800873116047083
26437,0.9114378709157707
26438,0.7195402465154985
26439,0.7921058644240858
26440,0.8967481316976229
26441,0.008816434375721539
26442,0.95760952963522
26443,0.02266503251288429
26444,0.008816434375721539
26445,0.93088478228333
26446,0.008816434375721539
26447,0.008816434375721539
26448,0.6944610735009696
26449,0.008816434375721539
26450,0.9263099864224401
26451,0.33620343034869266
26452,0.6162447481999701
26453,0.05260828293275074
26454,0.02542647035883886
26455,0.25103669106817667
26456,0.9355366606330071
26457,0.008816434375721539
26458,0.008816434375721539
26459,0.008816434375721539
26460,0.9315295303351178
26461,0.009594056629348537
26462,0.9536845262960273
26463,0.9426681685135285
26464,0.5929540415186582
26465,0.8316325723436485
26466,0.008816434375721539
26467,0.9719836948529973
26468,0.008816434375721539
26469,0.8471700809640009
26470,0.6721884410157688
26471,0.009541992955750903
26472,0.5162709360478802
26473,0.008816434375721539
26474,0.8181342480511685
26475,0.5118762223960164
26476,0.008816434375721539
26477,0.9499292540609887
26478,0.011275358190869523
26479,0.089990385415902
26480,0.745102272787141
26481,0.008816434375721539
26482,0.9182722675921912
26483,0.008816434375721539
26484,0.7805235111078062
26485,0.012413042259819368
26486,0.19179088997202032
26487,0.11069865242098105
26488,0.7066353658793378
26489,0.008816434375721539
26490,0.9089650509390363
26491,0.008816434375721539
26492,0.024005516044427806
26493,0.9225043364880352
26494,0.9343160694348649
26495,0.7605154766025469
26496,0.7456344840887585
26497,0.6939483911868722
26498,0.033104892140951914
26499,0.9229809248468978
26500,0.9613197626490053
26501,0.2913983498572795
26502,0.8911560022113355
26503,0.5941129863745491
26504,0.9000865722593141
26505,0.008816434375721539
26506,0.9633065715157826
26507,0.8093203045686308
26508,0.008816434375721539
26509,0.2369129042504569
26510,0.6693709697527109
26511,0.8270085114874912
26512,0.9639652425657168
26513,0.8864442168863564
26514,0.9132686344568502
26515,0.009193257071692235
26516,0.9363176340462075
26517,0.2112722954157767
26518,0.008816434375721539
26519,0.44720666406898424
26520,0.7653157222339073
26521,0.008816434375721539
26522,0.008816434375721539
26523,0.8209404280045806
26524,0.6437901041425403
26525,0.008816434375721539
26526,0.008816434375721539
26527,0.9159526881836887
26528,0.7740857990932665
26529,0.1166025114851423
26530,0.39928310136724793
26531,0.8371692117202217
26532,0.69610953088745
26533,0.6745715695059962
26534,0.01640230761867445
26535,0.9508818274655292
26536,0.9285343850093801
26537,0.8643264061201523
26538,0.20658493800843342
26539,0.009544228770826831
26540,0.008816434375721539
26541,0.010533495178437258
26542,0.7825062124844253
26543,0.944460278371318
26544,0.07194745974889541
26545,0.2442035518518578
26546,0.045032452742439416
26547,0.026695014400532246
26548,0.8217730251669939
26549,0.010612334083492997
26550,0.04854218563475405
26551,0.01968714933178128
26552,0.8123811876389804
26553,0.02304121754534913
26554,0.8115101685282287
26555,0.008816434375721539
26556,0.008816434375721539
26557,0.6545075501306958
26558,0.8449137333837029
26559,0.056231311691148735
26560,0.10415505704793884
26561,0.008816434375721539
26562,0.8862687159123669
26563,0.9404113287635857
26564,0.6395176021893788
26565,0.7710314194709852
26566,0.967358922895241
26567,0.9071125099962397
26568,0.02099321977600085
26569,0.8110541903970208
26570,0.8854036156960419
26571,0.8621879586143337
26572,0.5173355830622138
26573,0.009541992955750903
26574,0.639886845336065
26575,0.8768950239540549
26576,0.08993336824938093
26577,0.008816434375721539
26578,0.009594056629348537
26579,0.90368297620658
26580,0.9490502368727972
26581,0.008816434375721539
26582,0.8840001759269956
26583,0.009594056629348537
26584,0.008816434375721539
26585,0.02577127430943676
26586,0.735776009499256
26587,0.1938725428734849
26588,0.008816434375721539
26589,0.06298444386615926
26590,0.8494340680087308
26591,0.19951106540369254
26592,0.9667588222728007
26593,0.8907524029222023
26594,0.6371303016265862
26595,0.9498128179330428
26596,0.008816434375721539
26597,0.012080957241907605
26598,0.9684386601457782
26599,0.8200135974378943
26600,0.9645933502329459
26601,0.5552007420356365
26602,0.9290047349633525
26603,0.012139349988669484
26604,0.8258621897989135
26605,0.8697290289830703
26606,0.9158100691076191
26607,0.9121561467697229
26608,0.9265725076063055
26609,0.008816434375721539
26610,0.8639312026709997
26611,0.9465924254060796
26612,0.6317798801641442
26613,0.008816434375721539
26614,0.9447115035836127
26615,0.9644005657272987
26616,0.05532852403105322
26617,0.008816434375721539
26618,0.012557634097424653
26619,0.33366832997157087
26620,0.008816434375721539
26621,0.5967594951411116
26622,0.008816434375721539
26623,0.827140571053143
26624,0.008816434375721539
26625,0.36941709362644587
26626,0.9043085345958518
26627,0.8970616128168972
26628,0.5281321672542463
26629,0.008816434375721539
26630,0.16503881987796515
26631,0.008816434375721539
26632,0.9586638570517151
26633,0.7154611219311815
26634,0.6160537923923928
26635,0.771357391731504
26636,0.009594056629348537
26637,0.9502248869894275
26638,0.021309588100746086
26639,0.8758241790769661
26640,0.009750690375294264
26641,0.1458267665459959
26642,0.6496076307143237
26643,0.014513915271983112
26644,0.01786684679518806
26645,0.9706503951107243
26646,0.6952623349251376
26647,0.529624403475772
26648,0.3632038053649471
26649,0.94092054551706406
26650,0.9350358452989734
26651,0.009541992955750903
26652,0.9133956644824771
26653,0.7060540189508859
26654,0.008816434375721539
26655,0.013134747901965924
26656,0.567659428872755
26657,0.008816434375721539
26658,0.9636169167110011
26659,0.698902504695736
26660,0.008816434375721539
26661,0.8945205406982215
26662,0.009594056629348537
26663,0.1341481614529523
26664,0.008816434375721539
26665,0.7144893283587822
26666,0.008816434375721539
26667,0.9374115776955291
26668,0.7175496490749168
26669,0.14204204486244115
26670,0.9629120067761124
26671,0.015008198994621705
26672,0.4352183406442997
26673,0.7067205565294497
26674,0.4687836193425109
26675,0.008816434375721539
26676,0.9352011059418744
26677,0.9106394381383319
26678,0.011900822714717827
26679,0.32938774890346156
26680,0.008816434375721539
26681,0.7421339021038929
26682,0.8824648490752295
26683,0.008816434375721539
26684,0.017773257906464862
26685,0.8631919824360018
26686,0.008816434375721539
26687,0.9615460169175767
26688,0.061175872937399366
26689,0.2177620583425049
26690,0.959779074570131
26691,0.9496718803992569
26692,0.008816434375721539
26693,0.05272161865960415
26694,0.6883510303700574
26695,0.008816434375721539
26696,0.008816434375721539
26697,0.50344426846088
26698,0.7278035807700096
26699,0.008816434375721539
26700,0.03821225031756741
26701,0.008816434375721539
26702,0.9653901393661022
26703,0.05688492293106727
26704,0.6441440061100778
26705,0.9416441455659418
26706,0.45758275443426105
26707,0.8389465685161553
26708,0.008816434375721539
26709,0.9399956471310987
26710,0.047673464443557766
26711,0.07504069584217583
26712,0.9508819651255114
26713,0.01437954192635042
26714,0.2250266863783401
26715,0.04633875877733275
26716,0.9075536285800831
26717,0.6842892826255312
26718,0.47831114849541684
26719,0.958549709965814
26720,0.9105341793571344
26721,0.010382940154927514
26722,0.9535446015108531
26723,0.08506355325181082
26724,0.23026830158916056
26725,0.14594148453999392
26726,0.7331085628317106
26727,0.9575288710202056
26728,0.8905358997017018
26729,0.008816434375721539
26730,0.900742773482128
26731,0.008816434375721539
26732,0.11054666181420278
26733,0.7232094929411105
26734,0.6734039531713798
26735,0.07727509676175681
26736,0.7611518032912847
26737,0.008816434375721539
26738,0.9544538746991363
26739,0.9345782862174753
26740,0.6196580411527809
26741,0.6628048913516836
26742,0.916433830663458
26743,0.10726871490736849
26744,0.51494745106997
26745,0.8687709126611461
26746,0.9398416937352101
26747,0.9476180935555967
26748,0.04023364270258568
26749,0.9303967850987601
26750,0.8677070235426647
26751,0.035997247781264376
26752,0.008816434375721539
26753,0.8939013114712799
26754,0.5947433827093646
26755,0.9485650312369938
26756,0.008816434375721539
26757,0.008816434375721539
26758,0.8871506958470325
26759,0.008816434375721539
26760,0.24788503682575372
26761,0.9607700359940398
26762,0.9443551354619788
26763,0.010382940154927514
26764,0.9027501385992432
26765,0.38475136423701267
26766,0.7160473803331308
26767,0.9544310982559799
26768,0.8427666049831781
26769,0.8601318106765437
26770,0.008816434375721539
26771,0.9270603956117128
26772,0.7948863501277849
26773,0.4513222700646727
26774,0.008637420165534133
26775,0.888960852315721
26776,0.008816434375721539
26777,0.9520143353156021
26778,0.8862632771773793
26779,0.9575288710202056
26780,0.6097695966207257
26781,0.009750690375294264
26782,0.9350605371637734
26783,0.9472408683463336
26784,0.009594056629348537
26785,0.010382940154927514
26786,0.8297297245827453
26787,0.8353355645917789
26788,0.013084810389776966
26789,0.05938630318869397
26790,0.04676322195783413
26791,0.05175449530794725
26792,0.019622480549553418
26793,0.9333833913858008
26794,0.008816434375721539
26795,0.5502559418274501
26796,0.008816434375721539
26797,0.008816434375721539
26798,0.008816434375721539
26799,0.012431920156377067
26800,0.06111617668341346
26801,0.08704932960196418
26802,0.9626475755262448
26803,0.9328617512142684
26804,0.9505232256515367
26805,0.07578269578401829
26806,0.8210119488625475
26807,0.008816434375721539
26808,0.009750690375294264
26809,0.008816434375721539
26810,0.9057937958424225
26811,0.9632167094458846
26812,0.616128516144653
26813,0.9614915405091289
26814,0.9109554662915598
26815,0.8924729172768879
26816,0.008816434375721539
26817,0.008816434375721539
26818,0.7073228349794877
26819,0.008816434375721539
26820,0.34241555083924774
26821,0.34837013459176275
26822,0.008816434375721539
26823,0.7462385692398694
26824,0.014519901606411423
26825,0.08257243987331105
26826,0.7421374520836638
26827,0.008816434375721539
26828,0.008816434375721539
26829,0.762226373465607
26830,0.6887253725252969
26831,0.6421422828338545
26832,0.9614979098401387
26833,0.86137753854479715
26834,0.7909785100083526
26835,0.008816434375721539
26836,0.8899326527831072
26837,0.912170091828735
26838,0.7399556747881965
26839,0.009924355567993565
26840,0.8802973142726724
26841,0.7511272818854859
26842,0.6202239797458439
26843,0.008816434375721539
26844,0.9459386572193166
26845,0.7182961460380299
26846,0.9110764671120196
26847,0.008816434375721539
26848,0.7156458183407373
26849,0.9593167679261717
26850,0.9072039827980537
26851,0.6394814317492594
26852,0.020175670361103966
26853,0.8227859943415857
26854,0.948782294881632
26855,0.9097751531074183
26856,0.9581650737708858
26857,0.9687723294546441
26858,0.6685150118621598
26859,0.012139349988669484
26860,0.011352431142143168
26861,0.008816434375721539
26862,0.7065106202593214
26863,0.008816434375721539
26864,0.12777969183874932
26865,0.008816434375721539
26866,0.008816434375721539
26867,0.26315286834587936
26868,0.6917299510444246
26869,0.456534083098352
26870,0.8499395566603718
26871,0.008816434375721539
26872,0.8248659064962237
26873,0.129360168639509
26874,0.6870763986208991
26875,0.18659408214126103
26876,0.008816434375721539
26877,0.9028644887907894
26878,0.008816434375721539
26879,0.8406687123711778
26880,0.9374762988288248
26881,0.9266911072045739
26882,0.8405993235553046
26883,0.008816434375721539
26884,0.458458224826435
26885,0.16118063521505283
26886,0.5468019053137632
26887,0.008816434375721539
26888,0.7107400209555876
26889,0.959399752253664
26890,0.008816434375721539
26891,0.45870741043509605
26892,0.8212044454196956
26893,0.9625459966828301
26894,0.04447953892118058
26895,0.9435372112791477
26896,0.18125217427144316
26897,0.814535376392153
26898,0.205900132444035
26899,0.43968460521867986
26900,0.008816434375721539
26901,0.008816434375721539
26902,0.7631956899733986
26903,0.7998646068565376
26904,0.7846242564113242
26905,0.5262939371093734
26906,0.8834577475870194
26907,0.9420948074783657
26908,0.39907987816112406
26909,0.43976995168213134
26910,0.5549842739170384
26911,0.926868863037132
26912,0.9323854764452052
26913,0.008816434375721539
26914,0.9407956286882038
26915,0.01998545375399525
26916,0.008816434375721539
26917,0.8209601969676642
26918,0.8284159103555087
26919,0.008816434375721539
26920,0.9465988166431504
26921,0.8398337984426031
26922,0.008816434375721539
26923,0.9304268262662196
26924,0.08690446759267915
26925,0.008816434375721539
26926,0.008816434375721539
26927,0.8296886022668668
26928,0.021765711779958362
26929,0.8332137143766443
26930,0.008816434375721539
26931,0.33386847141898257
26932,0.873604078666678
26933,0.9596407669823831
26934,0.008816434375721539
26935,0.008816434375721539
26936,0.008816434375721539
26937,0.9565158884600625
26938,0.018572961890038386
26939,0.9517886193690276
26940,0.08906935747078705
26941,0.7101610899084463
26942,0.8912148130228633
26943,0.05017822338617781
26944,0.9259867375144494
26945,0.072877302225071
26946,0.455729483921389
26947,0.860408071003867
26948,0.9310046743861311
26949,0.008816434375721539
26950,0.9472745579813014
26951,0.04090248405759448
26952,0.9691516184614354
26953,0.012720402496981292
26954,0.9664293838900018
26955,0.283766636180206
26956,0.015235331852935727
26957,0.9009838682260574
26958,0.9491498141432438
26959,0.05536522088261414
26960,0.008816434375721539
26961,0.0223996977894833
26962,0.008816434375721539
26963,0.008816434375721539
26964,0.7745038351039557
26965,0.008816434375721539
26966,0.008816434375721539
26967,0.9567604348214375
26968,0.015252764405457862
26969,0.7264445338007448
26970,0.009750690375294264
26971,0.9474307831360705
26972,0.008816434375721539
26973,0.8092844562692809
26974,0.9585914183546297
26975,0.6791628307302002
26976,0.008816434375721539
26977,0.9280584976085088
26978,0.9251403015428186
26979,0.45910720073629024
26980,0.9525351480518303
26981,0.008816434375721539
26982,0.8218680188401731
26983,0.05101872121261103
26984,0.9546498298137157
26985,0.7355237019085012
26986,0.8743599757621305
26987,0.9413843965951824
26988,0.9464059141415258
26989,0.936844219146542
26990,0.008816434375721539
26991,0.47377755025516627
26992,0.9595387849934072
26993,0.2294512970079331
26994,0.9096552126768717
26995,0.8424885511845785
26996,0.8661698055643058
26997,0.9360670713274417
26998,0.5136725026417048
26999,0.06694156390614638
27000,0.9278274187652996
27001,0.016529796297351674
27002,0.009750690375294264
27003,0.6661132166773377
27004,0.22844433280440946
27005,0.010003780185553524
27006,0.872848847394896
27007,0.9146964740678781
27008,0.9557811566857068
27009,0.8288930187059655
27010,0.16192339349152426
27011,0.850209904998631
27012,0.008816434375721539
27013,0.9289025177857324
27014,0.008816434375721539
27015,0.6722472243042685
27016,0.26152727785158125
27017,0.008816434375721539
27018,0.8156534474158224
27019,0.9089619786312211
27020,0.39886206215719744
27021,0.25387824723045804
27022,0.9469317247696857
27023,0.008816434375721539
27024,0.8405856003715702
27025,0.010490667695172684
27026,0.86291010575908
27027,0.8469586395034178
27028,0.8689651066710601
27029,0.8143000014929952
27030,0.860738677044081
27031,0.9477804506441296
27032,0.625426640112081
27033,0.7981008435818183
27034,0.008816434375721539
27035,0.9057199744601946
27036,0.008816434375721539
27037,0.8636840458014208
27038,0.8647592082040819
27039,0.9236503272373904
27040,0.85887640031316
27041,0.1727927155177245
27042,0.4934765306851241
27043,0.18100502391537496
27044,0.322688720723097
27045,0.8487573152428677
27046,0.01909924177215164
27047,0.9550380929051902
27048,0.4248855137053163
27049,0.9307428128116944
27050,0.009594056629348537
27051,0.012139349988669484
27052,0.008816434375721539
27053,0.6344648586785666
27054,0.008816434375721539
27055,0.9347418559810967
27056,0.008816434375721539
27057,0.9318053149407228
27058,0.04380550722665511
27059,0.9435437613711439
27060,0.9465441991759722
27061,0.828612996961328
27062,0.7343455030773918
27063,0.7113818888869499
27064,0.8175201661567906
27065,0.010788514742383485
27066,0.0246812623009759
27067,0.008816434375721539
27068,0.042873191333842084
27069,0.9063086285406404
27070,0.20349493691889034
27071,0.011756031092972541
27072,0.9638791191711082
27073,0.6271821164414894
27074,0.8958133336663033
27075,0.11530605260555804
27076,0.008816434375721539
27077,0.03602085019510026
27078,0.009750690375294264
27079,0.6824769230657461
27080,0.9540826895611334
27081,0.968884548416471
27082,0.8356839273566282
27083,0.009594056629348537
27084,0.9455705954855776
27085,0.0816766635106434
27086,0.008816434375721539
27087,0.9617021884184417
27088,0.5950949700763579
27089,0.02235917941083914
27090,0.2459034182630971
27091,0.6675369488338797
27092,0.008816434375721539
27093,0.008816434375721539
27094,0.016880045479236713
27095,0.9588896613928682
27096,0.7744875897626025
27097,0.6217625539708874
27098,0.03313106988874442
27099,0.9088325182157804
27100,0.9537772245129842
27101,0.011802604265147664
27102,0.8191668704342936
27103,0.9604620286567198
27104,0.44661019723336143
27105,0.8879945637941392
27106,0.8377772809775178
27107,0.018565044249237352
27108,0.5559478690097432
27109,0.008816434375721539
27110,0.8701082458377479
27111,0.008816434375721539
27112,0.008816434375721539
27113,0.008816434375721539
27114,0.008816434375721539
27115,0.4776277011365875
27116,0.8242150973481558
27117,0.9360773918831542
27118,0.9424749891214855
27119,0.008816434375721539
27120,0.9569052592141694
27121,0.8415056518286864
27122,0.9327208365647198
27123,0.7015116948709205
27124,0.9064354015260775
27125,0.9616601404435785
27126,0.21944895332707792
27127,0.8577006776339569
27128,0.01437954192635042
27129,0.6740543335646711
27130,0.6912685570887008
27131,0.8438279592437828
27132,0.8384604763423895
27133,0.768840332758084
27134,0.9249071709360751
27135,0.9594947094645957
27136,0.4646803297509246
27137,0.8103238221055149
27138,0.9641116953494061
